from,to,vote_commun,loi_commun
Habib   David,Larrivé   Guillaume,0,1
Habib   David,Hutin   Christian,1,1
Habib   David,Le Grip   Constance,0,1
Habib   David,Hetzel   Patrick,0,1
Habib   David,Bazin   Thibault,0,1
Habib   David,Lang   Anne-Christine,1,1
Habib   David,Claireaux   Stéphane,1,1
Habib   David,Delatte   Marc,1,1
Habib   David,Martin   Didier,1,1
Habib   David,Clapot   Mireille,1,1
Habib   David,Berta   Philippe,1,1
Habib   David,Dubost   Coralie,1,1
Habib   David,Eliaou   Jean-François,1,1
Habib   David,Grandjean   Carole,1,1
Habib   David,Minot   Maxime,1,1
Habib   David,El Guerrab   M'jid,1,1
Habib   David,Forteza   Paula,1,1
Habib   David,Ramadier   Alain,0,1
Habib   David,Peyron   Michèle,1,1
Habib   David,Calvez   Céline,1,1
Habib   David,Raphan   Pierre-Alain,1,1
Habib   David,de Vaucouleurs   Michèle,1,1
Habib   David,Buchou   Stéphane,1,1
Habib   David,Romeiro Dias   Laëtitia,1,1
Habib   David,Bergé   Aurore,1,1
Habib   David,Pételle   Bénédicte,1,1
Habib   David,Hennion   Christine,1,1
Habib   David,Chiche   Guillaume,1,1
Habib   David,Provendier   Florence,1,1
Habib   David,Chouat   Francis,1,1
Larrivé   Guillaume,Hutin   Christian,0,1
Larrivé   Guillaume,Le Grip   Constance,1,1
Larrivé   Guillaume,Hetzel   Patrick,1,1
Larrivé   Guillaume,Bazin   Thibault,1,1
Larrivé   Guillaume,Lang   Anne-Christine,0,1
Larrivé   Guillaume,Claireaux   Stéphane,0,1
Larrivé   Guillaume,Delatte   Marc,0,1
Larrivé   Guillaume,Martin   Didier,0,1
Larrivé   Guillaume,Clapot   Mireille,0,1
Larrivé   Guillaume,Berta   Philippe,0,1
Larrivé   Guillaume,Dubost   Coralie,0,1
Larrivé   Guillaume,Eliaou   Jean-François,0,1
Larrivé   Guillaume,Grandjean   Carole,0,1
Larrivé   Guillaume,Minot   Maxime,0,1
Larrivé   Guillaume,El Guerrab   M'jid,0,1
Larrivé   Guillaume,Forteza   Paula,0,1
Larrivé   Guillaume,Ramadier   Alain,1,1
Larrivé   Guillaume,Peyron   Michèle,0,1
Larrivé   Guillaume,Calvez   Céline,0,1
Larrivé   Guillaume,Raphan   Pierre-Alain,0,1
Larrivé   Guillaume,de Vaucouleurs   Michèle,0,1
Larrivé   Guillaume,Buchou   Stéphane,0,1
Larrivé   Guillaume,Romeiro Dias   Laëtitia,0,1
Larrivé   Guillaume,Bergé   Aurore,0,1
Larrivé   Guillaume,Pételle   Bénédicte,0,1
Larrivé   Guillaume,Hennion   Christine,0,1
Larrivé   Guillaume,Chiche   Guillaume,0,1
Larrivé   Guillaume,Provendier   Florence,0,1
Larrivé   Guillaume,Chouat   Francis,0,1
Hutin   Christian,Le Grip   Constance,0,1
Hutin   Christian,Hetzel   Patrick,0,1
Hutin   Christian,Bazin   Thibault,0,1
Hutin   Christian,Lang   Anne-Christine,1,1
Hutin   Christian,Claireaux   Stéphane,1,1
Hutin   Christian,Delatte   Marc,1,1
Hutin   Christian,Martin   Didier,1,1
Hutin   Christian,Clapot   Mireille,1,1
Hutin   Christian,Berta   Philippe,1,1
Hutin   Christian,Dubost   Coralie,1,1
