from,to,vote_commun,loi_commun
Bricout   Guy,Descoeur   Vincent,1,1
Bricout   Guy,Saulignac   Hervé,1,1
Bricout   Guy,Bricout   Jean-Louis,1,1
Bricout   Guy,Molac   Paul,1,1
Bricout   Guy,Louwagie   Véronique,1,1
Bricout   Guy,Pires Beaune   Christine,1,1
Bricout   Guy,Dupont   Stella,0,1
Bricout   Guy,Peyrol   Bénédicte,1,1
Bricout   Guy,Perea   Alain,1,1
Bricout   Guy,Robert   Mireille,1,1
Bricout   Guy,Taurine   Bénédicte,1,1
Bricout   Guy,Cazeneuve   Jean-René,0,1
Bricout   Guy,Hammerer   Véronique,1,1
Bricout   Guy,Colboc   Fabienne,0,1
Bricout   Guy,Motin   Cendra,1,1
Bricout   Guy,Magnier   Lise,1,1
Bricout   Guy,Zannier   Hélène,1,1
Bricout   Guy,Hammouche   Brahim,0,1
Bricout   Guy,Paluszkiewicz   Xavier,0,1
Bricout   Guy,Parmentier-Lecocq   Charlotte,1,1
Bricout   Guy,Petit   Valérie,1,1
Bricout   Guy,Bureau-Bonnard   Carole,1,1
Bricout   Guy,Gayte   Laurence,1,1
Bricout   Guy,Park   Zivka,1,1
Bricout   Guy,Petit   Maud,0,1
Bricout   Guy,Schellenberger   Raphaël,1,1
Bricout   Guy,Riotton   Véronique,1,1
Bricout   Guy,Roseren   Xavier,1,1
Bricout   Guy,Florennes   Isabelle,0,1
Bricout   Guy,Piron   Béatrice,1,1
Bricout   Guy,Buchou   Stéphane,1,1
Bricout   Guy,Leclabart   Jean-Claude,1,1
Descoeur   Vincent,Saulignac   Hervé,1,1
Descoeur   Vincent,Bricout   Jean-Louis,1,1
Descoeur   Vincent,Molac   Paul,1,1
Descoeur   Vincent,Louwagie   Véronique,1,1
Descoeur   Vincent,Pires Beaune   Christine,1,1
Descoeur   Vincent,Dupont   Stella,0,1
Descoeur   Vincent,Peyrol   Bénédicte,1,1
Descoeur   Vincent,Perea   Alain,1,1
Descoeur   Vincent,Robert   Mireille,1,1
Descoeur   Vincent,Taurine   Bénédicte,1,1
Descoeur   Vincent,Cazeneuve   Jean-René,0,1
Descoeur   Vincent,Hammerer   Véronique,1,1
Descoeur   Vincent,Colboc   Fabienne,0,1
Descoeur   Vincent,Motin   Cendra,1,1
Descoeur   Vincent,Magnier   Lise,1,1
Descoeur   Vincent,Zannier   Hélène,1,1
Descoeur   Vincent,Hammouche   Brahim,0,1
Descoeur   Vincent,Paluszkiewicz   Xavier,0,1
Descoeur   Vincent,Parmentier-Lecocq   Charlotte,1,1
